Event type,Event time,Symbol,Aggregate trade ID,Price,Quantity,First trade ID,Last trade ID,Trade time,Is the buyer the market maker?,Ignore
aggTrade,1.62593E+12,BTCUSDT,842075274,33714.99,0.000305,951477705,951477705,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075275,33714.99,0.03666,951477706,951477706,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050011,313.49,0.0485,355772875,355772875,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050012,313.49,0.0328,355772876,355772876,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050013,313.48,1.374,355772877,355772877,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075276,33714.99,0.2,951477707,951477707,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050014,313.49,0.2997,355772878,355772878,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075277,33714.99,0.00088,951477708,951477708,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050015,313.49,0.0322,355772879,355772879,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075278,33714.99,0.004439,951477709,951477709,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075279,33714.99,0.06246,951477710,951477710,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075280,33714.99,0.021083,951477711,951477711,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075281,33714.99,0.002298,951477712,951477712,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075282,33715,0.001483,951477713,951477713,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050016,313.49,0.1446,355772880,355772880,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075283,33714.99,0.00089,951477714,951477714,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075284,33714.99,0.00768,951477715,951477715,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075285,33714.99,0.004577,951477716,951477716,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075286,33714.99,0.009316,951477717,951477717,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075287,33714.99,0.001261,951477718,951477718,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075288,33714.99,0.008449,951477719,951477719,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075289,33714.99,0.194592,951477720,951477721,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050017,313.48,0.8393,355772881,355772883,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050018,313.46,0.495,355772884,355772884,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050019,313.43,0.173,355772885,355772885,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075290,33714.99,0.016677,951477722,951477722,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075291,33715,0.003789,951477723,951477723,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050020,313.46,0.0559,355772886,355772886,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075292,33714.99,0.00297,951477724,951477724,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075293,33715,0.011864,951477725,951477725,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075294,33715,0.017918,951477726,951477726,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075295,33714.99,0.008914,951477727,951477727,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075296,33714.99,0.004452,951477728,951477728,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075297,33714.99,0.001357,951477729,951477729,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075298,33714.99,0.005044,951477730,951477730,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050021,313.45,0.149,355772887,355772887,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075299,33715,0.00075,951477731,951477731,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075300,33714.99,0.06411,951477732,951477744,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075301,33715,0.01335,951477745,951477745,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075302,33715,0.010068,951477746,951477746,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050022,313.45,1.5072,355772888,355772888,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075303,33714.99,0.132105,951477747,951477750,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050023,313.45,1.0837,355772889,355772889,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050024,313.45,0.6283,355772890,355772890,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050025,313.42,0.8789,355772891,355772891,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050026,313.47,0.17,355772892,355772892,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075304,33714.97,0.010703,951477751,951477751,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075305,33714.97,0.013647,951477752,951477753,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075306,33714.9,0.050463,951477754,951477754,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075307,33714.91,0.0136,951477755,951477755,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075308,33714.9,0.053348,951477756,951477756,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075309,33714.65,0.001,951477757,951477757,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075310,33710.8,0.009762,951477758,951477758,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075311,33713.21,0.298906,951477759,951477761,1.62593E+12,TRUE,TRUE
